lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,subsampleClass,CH4_uM,CO2_uM,year,doy
EL,DeepHole,5/22/18,5/22/18 10:30,point,3,3,DIC,1.516093648,0,2018,142
EL,DeepHole,5/22/18,5/22/18 10:30,point,3,3,DIC,1.555169073,0,2018,142
MO,DeepHole,6/11/18,6/11/18 9:49,point,4,4,DIC,45.93041232,0,2018,162
MO,DeepHole,6/11/18,6/11/18 9:49,point,4,4,DIC,49.84017079,0,2018,162
WL,DeepHole,6/12/18,6/12/18 8:30,point,8,8,DIC,51.27039293,0,2018,163
WL,DeepHole,6/12/18,6/12/18 8:30,point,8,8,DIC,44.47980579,0,2018,163
EL,DeepHole,6/12/18,6/12/18 10:10,point,8,8,DIC,18.43198396,0,2018,163
EL,DeepHole,6/12/18,6/12/18 10:10,point,8,8,DIC,15.05931073,0,2018,163
HB,DeepHole,6/15/18,6/15/18 12:30,point,4.5,4.5,DIC,61.57783665,0,2018,166
HB,DeepHole,6/15/18,6/15/18 12:30,point,4.5,4.5,DIC,60.88051212,0,2018,166
CR,DeepHole,6/18/18,6/18/18 8:47,point,9,9,DIC,1.03843334,0,2018,169
CR,DeepHole,6/18/18,6/18/18 8:47,point,9,9,DIC,0.951106238,0,2018,169
MO,DeepHole,6/25/18,6/25/18 9:30,point,4,4,DIC,114.8634519,0,2018,176
MO,DeepHole,6/25/18,6/25/18 9:30,point,4,4,DIC,124.6899895,0,2018,176
WL,DeepHole,6/26/18,6/26/18 8:30,point,8,8,DIC,52.7408855,0,2018,177
WL,DeepHole,6/26/18,6/26/18 8:30,point,8,8,DIC,45.77122303,0,2018,177
EL,DeepHole,6/26/18,6/26/18 10:20,point,8,8,DIC,21.78426312,0,2018,177
EL,DeepHole,6/26/18,6/26/18 10:20,point,8,8,DIC,20.24603658,0,2018,177
HB,DeepHole,6/29/18,6/29/18 8:30,point,4,4,DIC,71.27032408,492.9718328,2018,180
HB,DeepHole,6/29/18,6/29/18 8:30,point,4,4,DIC,73.084093,507.305453,2018,180
CR,DeepHole,6/29/18,6/29/18 10:15,point,7,7,DIC,0.846000886,278.4763214,2018,180
CR,DeepHole,6/29/18,6/29/18 10:15,point,7,7,DIC,0.677117053,288.7381412,2018,180
WL,DeepHole,7/3/18,7/3/18 11:10,point,8,8,DIC,50.42758061,489.7798079,2018,184
WL,DeepHole,7/3/18,7/3/18 11:10,point,8,8,DIC,49.67720038,492.2171237,2018,184
EL,DeepHole,7/3/18,7/3/18 12:10,point,8,8,DIC,32.63412096,384.6035545,2018,184
EL,DeepHole,7/3/18,7/3/18 12:10,point,8,8,DIC,32.50125299,377.6834487,2018,184
WL,DeepHole,7/17/18,7/17/18 9:30,point,8,8,DIC,54.65939229,462.1208709,2018,198
WL,DeepHole,7/17/18,7/17/18 9:30,point,8,8,DIC,52.79210078,457.5902548,2018,198
EL,DeepHole,7/17/18,7/17/18 11:00,point,8,8,DIC,92.43966672,475.3492038,2018,198
EL,DeepHole,7/17/18,7/17/18 11:00,point,8,8,DIC,81.31987239,439.043261,2018,198
CR,DeepHole,7/27/18,7/27/18 8:45,point,8,8,DIC,0.756695066,306.1832828,2018,208
CR,DeepHole,7/27/18,7/27/18 8:45,point,8,8,DIC,1.041825432,372.5174834,2018,208
HB,DeepHole,7/27/18,7/27/18 10:32,point,4.5,4.5,DIC,80.69915955,453.0020577,2018,208
HB,DeepHole,7/27/18,7/27/18 10:32,point,4.5,4.5,DIC,82.26390669,448.6420736,2018,208
WL,DeepHole,7/31/18,7/31/18 10:30,point,8,8,DIC,54.16676132,461.4834687,2018,212
WL,DeepHole,7/31/18,7/31/18 10:30,point,8,8,DIC,54.18969226,488.8523358,2018,212
EL,DeepHole,7/31/18,7/31/18 11:45,point,8,8,DIC,97.78845189,511.4854684,2018,212
EL,DeepHole,7/31/18,7/31/18 11:45,point,8,8,DIC,107.0868642,537.6379991,2018,212
WL,DeepHole,8/7/18,8/7/18 9:45,point,8,8,DIC,67.04344637,424.5399906,2018,219
WL,DeepHole,8/7/18,8/7/18 9:45,point,8,8,DIC,60.69593816,383.2670503,2018,219
EL,DeepHole,8/7/18,8/7/18 11:05,point,8,8,DIC,52.1262695,401.7069173,2018,219
EL,DeepHole,8/7/18,8/7/18 11:05,point,8,8,DIC,55.97312552,422.402129,2018,219
CR,DeepHole,8/9/18,8/9/18 8:45,point,10,10,DIC,2.929954236,0,2018,221
CR,DeepHole,8/9/18,8/9/18 8:45,point,10,10,DIC,3.34491239,0,2018,221
HB,DeepHole,8/9/18,8/9/18 10:50,point,4,4,DIC,62.01975035,0,2018,221
HB,DeepHole,8/9/18,8/9/18 10:50,point,4,4,DIC,55.26370333,0,2018,221
MO,DeepHole,8/9/18,8/9/18 11:45,point,6,6,DIC,425.4036319,2388.853395,2018,221
MO,DeepHole,8/9/18,8/9/18 11:45,point,6,6,DIC,365.0204227,2222.948574,2018,221
WL,DeepHole,8/14/18,8/14/18 8:30,point,8,8,DIC,88.17832205,0,2018,226
WL,DeepHole,8/14/18,8/14/18 8:30,point,8,8,DIC,88.87047975,0,2018,226
EL,DeepHole,8/14/18,8/14/18 8:30,point,8,8,DIC,63.19238017,0,2018,226
EL,DeepHole,8/14/18,8/14/18 8:30,point,8,8,DIC,43.0116483,0,2018,226
WL,DeepHole,8/21/18,8/21/18 10:00,point,8,8,DIC,70.85075396,0,2018,233
WL,DeepHole,8/21/18,8/21/18 10:00,point,8,8,DIC,78.16893286,0,2018,233
EL,DeepHole,8/21/18,8/21/18 10:00,point,8,8,DIC,64.65370214,0,2018,233
EL,DeepHole,8/21/18,8/21/18 10:00,point,8,8,DIC,66.47270526,0,2018,233
WL,DeepHole,8/28/18,8/28/18 8:00,point,8,8,DIC,108.0756546,0,2018,240
WL,DeepHole,8/28/18,8/28/18 8:00,point,8,8,DIC,111.7897342,0,2018,240
EL,DeepHole,8/28/18,8/28/18 10:00,point,8,8,DIC,69.42518248,0,2018,240
EL,DeepHole,8/28/18,8/28/18 10:00,point,8,8,DIC,70.45229187,0,2018,240
WL,DeepHole,5/8/19,5/8/19 11:00,point,8,8,DIC,1.909948846,423.325051,2019,128
WL,DeepHole,5/8/19,5/8/19 11:00,point,8,8,DIC,1.414166536,341.9657609,2019,128
WL,DeepHole,5/13/19,5/13/19 9:25,point,8,8,DIC,2.480173216,329.2440464,2019,133
WL,DeepHole,5/13/19,5/13/19 9:25,point,8,8,DIC,2.757022358,351.3464458,2019,133
CR,DeepHole,5/20/19,5/20/19 9:40,point,8,8,DIC,0.954940215,135.6727093,2019,140
CR,DeepHole,5/20/19,5/20/19 9:40,point,8,8,DIC,0.630082996,155.0101224,2019,140
HB,DeepHole,5/20/19,5/20/19 12:40,point,8,8,DIC,20.34335281,458.6588391,2019,140
HB,DeepHole,5/20/19,5/20/19 12:40,point,8,8,DIC,14.5962583,399.9017807,2019,140
WL,DeepHole,5/21/19,5/21/19 8:56,point,8,8,DIC,7.706601083,364.4613096,2019,141
WL,DeepHole,5/21/19,5/21/19 8:56,point,8,8,DIC,7.296137163,379.7389444,2019,141
MO,DeepHole,5/23/19,5/23/19 9:50,point,8,8,DIC,131.2104016,1913.647198,2019,143
MO,DeepHole,5/23/19,5/23/19 9:50,point,8,8,DIC,127.3639209,1787.287156,2019,143
WL,DeepHole,5/28/19,5/28/19 9:15,point,8,8,DIC,11.89099212,442.746456,2019,148
WL,DeepHole,5/28/19,5/28/19 9:15,point,8,8,DIC,10.36398258,417.2789799,2019,148
MO,DeepHole,6/3/19,6/3/19 10:10,point,6.5,6.5,DIC,99.14932279,1286.905453,2019,154
MO,DeepHole,6/3/19,6/3/19 10:10,point,6.5,6.5,DIC,113.824833,1400.62389,2019,154
WL,DeepHole,6/4/19,6/4/19 8:40,point,8,8,DIC,14.25684875,538.3839809,2019,155
WL,DeepHole,6/4/19,6/4/19 8:40,point,8,8,DIC,11.3016261,440.9351959,2019,155
HB,DeepHole,6/7/19,6/7/19 11:00,point,4,4,DIC,87.57760926,604.6996849,2019,158
HB,DeepHole,6/7/19,6/7/19 11:00,point,4,4,DIC,75.46062861,485.7485262,2019,158
CR,DeepHole,6/7/19,6/7/19 9:30,point,8.5,8.5,DIC,2.68482254,306.0982828,2019,158
CR,DeepHole,6/7/19,6/7/19 9:30,point,8.5,8.5,DIC,1.710027573,273.4624603,2019,158
WL,DeepHole,6/11/19,6/11/19 8:30,point,8,8,DIC,19.29386893,537.9791376,2019,162
WL,DeepHole,6/11/19,6/11/19 8:30,point,8,8,DIC,22.94056257,584.2046527,2019,162
WL,DeepHole,6/18/19,6/18/19 0:00,point,8,8,DIC,14.33952356,400.3496187,2019,169
WL,DeepHole,6/18/19,6/18/19 0:00,point,8,8,DIC,16.95550185,472.2374324,2019,169
CR,DeepHole,6/20/19,6/20/19 9:30,point,10.5,10.5,DIC,0.91218454,218.2788976,2019,171
CR,DeepHole,6/20/19,6/20/19 9:30,point,10.5,10.5,DIC,1.036389657,257.381066,2019,171
HB,DeepHole,6/21/19,6/21/19 9:30,point,4.5,4.5,DIC,78.66764029,599.9502367,2019,172
HB,DeepHole,6/21/19,6/21/19 9:30,point,4.5,4.5,DIC,76.22086733,598.1177805,2019,172
WL,DeepHole,6/25/19,6/25/19 8:30,point,8,8,DIC,30.76942928,540.7015137,2019,176
WL,DeepHole,6/25/19,6/25/19 8:30,point,8,8,DIC,27.66330086,484.6206764,2019,176
HB,DeepHole,7/1/19,7/1/19 8:30,point,4.5,4.5,DIC,1.417376774,67.46147626,2019,182
HB,DeepHole,7/1/19,7/1/19 8:30,point,4.5,5.5,DIC,75.16311968,559.6143469,2019,182
CR,DeepHole,7/1/19,7/1/19 10:30,point,10,10,DIC,1.417192464,342.3602365,2019,182
CR,DeepHole,7/1/19,7/1/19 10:30,point,10,10,DIC,1.2477323,259.331689,2019,182
WL,DeepHole,7/2/19,7/2/19 8:30,point,8,8,DIC,24.55357817,442.7133035,2019,183
WL,DeepHole,7/2/19,7/2/19 8:30,point,8,8,DIC,25.92199444,445.2310163,2019,183
MO,DeepHole,7/3/19,7/3/19 10:00,point,4,4,DIC,25.92057496,907.2002668,2019,184
MO,DeepHole,7/3/19,7/3/19 10:00,point,4,4,DIC,68.20998,1396.835396,2019,184
WL,DeepHole,7/9/19,7/9/19 8:30,point,8,8,DIC,27.22990542,459.0192588,2019,190
WL,DeepHole,7/9/19,7/9/19 8:30,point,8,8,DIC,25.64333792,435.2388333,2019,190
MO,DeepHole,7/15/19,7/15/19 9:45,point,4.5,4.5,DIC,132.0167604,1739.631405,2019,196
MO,DeepHole,7/15/19,7/15/19 9:45,point,4.5,4.5,DIC,113.2932242,1572.278004,2019,196
WL,DeepHole,7/16/19,7/16/19 8:30,point,8,8,DIC,38.72875278,517.424333,2019,197
WL,DeepHole,7/16/19,7/16/19 8:30,point,8,8,DIC,33.16919681,444.3507565,2019,197
CR,DeepHole,7/18/19,7/18/19 8:30,point,10.5,10.5,DIC,1.36844949,331.6606377,2019,199
CR,DeepHole,7/18/19,7/18/19 8:30,point,10.5,10.5,DIC,1.766813009,307.2818573,2019,199
HB,DeepHole,7/19/19,7/19/19 10:45,point,4,4,DIC,89.69096878,737.7674486,2019,200
HB,DeepHole,7/19/19,7/19/19 10:45,point,4,4,DIC,95.97871484,742.2752102,2019,200
WL,DeepHole,7/22/19,7/22/19 8:30,point,8,8,DIC,29.29744317,393.338807,2019,203
WL,DeepHole,7/22/19,7/22/19 8:30,point,8,8,DIC,28.97126874,381.7573854,2019,203
WL,DeepHole,7/30/19,7/30/19 8:40,point,8,8,DIC,38.3031291,399.4897207,2019,211
WL,DeepHole,7/30/19,7/30/19 8:40,point,8,8,DIC,48.55251979,498.2417847,2019,211
MO,DeepHole,7/31/19,7/31/19 9:40,point,4.5,4.5,DIC,198.3204641,1517.742018,2019,212
MO,DeepHole,7/31/19,7/31/19 9:40,point,4.5,4.5,DIC,186.5059277,1420.355309,2019,212
CR,DeepHole,7/31/19,7/31/19 10:50,point,9,9,DIC,1.945925646,339.1229527,2019,212
CR,DeepHole,7/31/19,7/31/19 10:50,point,9,9,DIC,0.979515807,326.9368504,2019,212
WL,DeepHole,8/6/19,8/6/19 8:34,point,8,8,DIC,48.68254311,460.7212735,2019,218
WL,DeepHole,8/6/19,8/6/19 8:34,point,8,8,DIC,49.70381934,479.1271507,2019,218
MO,DeepHole,8/12/19,8/12/19 9:45,point,4.5,4.5,DIC,154.7759116,1383.934002,2019,224
MO,DeepHole,8/12/19,8/12/19 9:45,point,4.5,4.5,DIC,162.2710959,1416.816452,2019,224
WL,DeepHole,8/13/19,8/13/19 8:45,point,8,8,DIC,40.30939869,403.0750247,2019,225
WL,DeepHole,8/13/19,8/13/19 8:45,point,8,8,DIC,36.53857984,365.5869168,2019,225
HB,DeepHole,8/14/19,8/14/19 10:40,point,4.5,4.5,DIC,132.223133,750.6176061,2019,226
HB,DeepHole,8/14/19,8/14/19 10:40,point,4.5,4.5,DIC,116.0558076,664.5313597,2019,226
CR,DeepHole,8/14/19,8/14/19 11:50,point,8,8,DIC,1.10396131,359.0759614,2019,226
CR,DeepHole,8/14/19,8/14/19 11:50,point,8,8,DIC,0.958156137,338.6135763,2019,226
WL,DeepHole,8/20/19,8/20/19 8:40,point,8,8,DIC,42.33732848,381.1043167,2019,232
WL,DeepHole,8/20/19,8/20/19 8:40,point,8,8,DIC,44.3563341,397.4948079,2019,232
WL,DeepHole,8/27/19,8/27/19 10:00,point,8,8,DIC,50.88720807,426.0832431,2019,239
WL,DeepHole,8/27/19,8/27/19 10:00,point,8,8,DIC,55.54356116,457.5965661,2019,239
